id,proposal_id,type,description,price_estimate,duffel_offer_id,duffel_offer_data
70,52,flight,"Alternative ECONOMY Flight: Chicago to Denver, Denver to Chicago (American Airlines)",309.61,off_0000B5ba8KQaM0lVqcOv3D,"{""id"": ""off_0000B5ba8KQaM0lVqcOv3D"", ""owner"": {""id"": ""arl_00009VME7DAGiJjwomhv32"", ""name"": ""American Airlines"", ""iata_code"": ""AA"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/AA.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg"", ""conditions_of_carriage_url"": ""https://www.aa.com/i18n/customer-service/support/conditions-of-carriage.jsp""}, ""slices"": [{""id"": ""sli_0000B5ba8KQaM0lVqcOv38"", ""origin"": {""city"": ""Chicago"", ""iata"": ""ORD"", ""name"": ""O'Hare International Airport""}, ""duration"": ""PT2H53M"", ""segments"": [{""id"": ""seg_0000B5ba8KQaM0lVqcOv37"", ""origin"": {""iata"": ""ORD"", ""name"": ""O'Hare International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Boeing 737-800"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-05-15T22:45:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-05-15T20:52:00"", ""destination"": {""iata"": ""DEN"", ""name"": ""Denver International Airport""}, ""flightNumber"": ""1387""}], ""destination"": {""city"": ""Denver"", ""iata"": ""DEN"", ""name"": ""Denver International Airport""}}, {""id"": ""sli_0000B5ba8KQaM0lVqcOv3B"", ""origin"": {""city"": ""Denver"", ""iata"": ""DEN"", ""name"": ""Denver International Airport""}, ""duration"": ""PT2H38M"", ""segments"": [{""id"": ""seg_0000B5ba8KQaM0lVqcOv3A"", ""origin"": {""iata"": ""DEN"", ""name"": ""Denver International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Boeing 737-800"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-05-21T10:33:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-05-21T06:55:00"", ""destination"": {""iata"": ""ORD"", ""name"": ""O'Hare International Airport""}, ""flightNumber"": ""2771""}], ""destination"": {""city"": ""Chicago"", ""iata"": ""ORD"", ""name"": ""O'Hare International Airport""}}], ""expiresAt"": ""2026-04-24T03:12:43.000000Z"", ""enrichment"": {""owner"": {""iata"": ""AA"", ""name"": ""American Airlines""}, ""baggage"": [{""type"": ""checked"", ""quantity"": 0, ""weightUnit"": null, ""weightValue"": null}, {""type"": ""carry_on"", ""quantity"": 1, ""weightUnit"": null, ""weightValue"": null}], ""fareBrand"": ""QVAUZNBX"", ""cabinClass"": ""ECONOMY"", ""conditions"": {""refundable"": false, ""changeBeforeDeparture"": {""allowed"": false, ""description"": ""Changes before departure: not allowed"", ""penaltyAmount"": null, ""penaltyCurrency"": null}, ""refundBeforeDeparture"": {""allowed"": false, ""description"": ""Refunds before departure: not allowed"", ""penaltyAmount"": null, ""penaltyCurrency"": null}}, ""seatSelection"": {""available"": null, ""feeAmount"": null, ""description"": ""Seat selection details available at check-in"", ""feeCurrency"": null}, ""baggageSummary"": ""0× checked, 1× carry on"", ""fareConditionsText"": [""Changes before departure: not allowed"", ""Refunds before departure: not allowed"", ""Seat selection details available at check-in"", ""Baggage: 0× checked, 1× carry on""], ""paymentRequirements"": {""paymentRequiredBy"": ""2026-04-24T21:59:00Z"", ""requiresInstantPayment"": false}}, ""passengers"": [{""id"": ""pas_0000B5ba843JEmdj3nO6Y4"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""309.61"", ""totalCurrency"": ""USD""}"
71,53,other,Travel planning - details pending from concierge call,0.00,,
72,54,flight,No flights available: MHT → MDW on 2026-06-18 (Economy),0.00,,"{""searchParams"": {""budget"": null, ""origin"": ""MHT"", ""cabinClass"": ""economy"", ""originName"": ""Manchester"", ""passengers"": 1, ""returnDate"": null, ""destination"": ""MDW"", ""departureDate"": ""2026-06-18"", ""destinationName"": ""Chicago""}, ""noFlightsFound"": true}"
74,55,flight,Alternative Economy Flight: Boston to Chicago (Sun Country),248.38,off_0000B5bawt8fPjAdRoaJYS,"{""id"": ""off_0000B5bawt8fPjAdRoaJYS"", ""owner"": {""id"": ""arl_0000AiejdoOCR91K6R4ZwP"", ""name"": ""Sun Country"", ""iata_code"": ""SY"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/SY.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/SY.svg"", ""conditions_of_carriage_url"": ""https://assets.ctfassets.net/2aov1ouggrmn/1oeBYihGf7m9y7W0WFcdfo/89f1754fcef67eb7da26286f019604d0/Contract_of_Carriage_Update_-_06182021.pdf""}, ""slices"": [{""id"": ""sli_0000B5bawt8fPjAdRoaJYQ"", ""origin"": {""city"": ""Boston"", ""iata"": ""BOS"", ""name"": ""General Edward Lawrence Logan International Airport""}, ""duration"": ""PT8H27M"", ""segments"": [{""id"": ""seg_0000B5bawt8fPjAdRoaJYO"", ""origin"": {""iata"": ""BOS"", ""name"": ""General Edward Lawrence Logan International Airport""}, ""carrier"": {""iata"": ""SY"", ""name"": ""Sun Country"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/SY.svg""}, ""aircraft"": ""Boeing 737-800"", ""baggages"": [], ""arrivingAt"": ""2026-05-08T13:49:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-05-08T11:39:00"", ""destination"": {""iata"": ""MSP"", ""name"": ""Minneapolis-Saint Paul International Airport""}, ""flightNumber"": ""0252""}, {""id"": ""seg_0000B5bawt8fPjAdRoaJYP"", ""origin"": {""iata"": ""MSP"", ""name"": ""Minneapolis-Saint Paul International Airport""}, ""carrier"": {""iata"": ""SY"", ""name"": ""Sun Country"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/SY.svg""}, ""aircraft"": ""Boeing 737-800"", ""baggages"": [], ""arrivingAt"": ""2026-05-08T19:06:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-05-08T17:30:00"", ""destination"": {""iata"": ""ORD"", ""name"": ""O'Hare International Airport""}, ""flightNumber"": ""0261""}], ""destination"": {""city"": ""Chicago"", ""iata"": ""ORD"", ""name"": ""O'Hare International Airport""}}], ""expiresAt"": ""2026-04-24T03:51:53.980188Z"", ""enrichment"": {""owner"": {""iata"": ""SY"", ""name"": ""Sun Country""}, ""baggage"": [], ""fareBrand"": ""H7DACAY"", ""cabinClass"": ""Economy"", ""conditions"": {""refundable"": null, ""changeBeforeDeparture"": {""allowed"": null, ""description"": ""Changes before departure: subject to airline policy"", ""penaltyAmount"": null, ""penaltyCurrency"": null}, ""refundBeforeDeparture"": {""allowed"": null, ""description"": ""Refunds before departure: subject to airline policy"", ""penaltyAmount"": null, ""penaltyCurrency"": null}}, ""seatSelection"": {""available"": null, ""feeAmount"": null, ""description"": ""Seat selection details available at check-in"", ""feeCurrency"": null}, ""baggageSummary"": ""See airline policy"", ""fareConditionsText"": [""Changes before departure: subject to airline policy"", ""Refunds before departure: subject to airline policy"", ""Seat selection details available at check-in"", ""Baggage: See airline policy""], ""paymentRequirements"": {""paymentRequiredBy"": ""2026-04-24T12:51:00Z"", ""requiresInstantPayment"": false}}, ""passengers"": [{""id"": ""pas_0000B5bawq9Wfy6CigVWHy"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""248.38"", ""totalCurrency"": ""USD""}"
73,55,flight,Economy Flight: BOS to ORD,176.17,off_0000B5bbQOjR1yLDpUr0Ij,"{""id"": ""off_0000B5bbQOjR1yLDpUr0Ij"", ""owner"": {""id"": ""arl_00009VME7DAGiJjwomhv32"", ""name"": ""American Airlines"", ""iata_code"": ""AA"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/AA.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg"", ""conditions_of_carriage_url"": ""https://www.aa.com/i18n/customer-service/support/conditions-of-carriage.jsp""}, ""slices"": [{""id"": ""sli_0000B5bbQOjR1yLDpUr0Ie"", ""origin"": {""city"": ""Boston"", ""iata"": ""BOS"", ""name"": ""General Edward Lawrence Logan International Airport""}, ""duration"": ""PT2H58M"", ""segments"": [{""id"": ""seg_0000B5bbQOjR1yLDpUr0Id"", ""origin"": {""iata"": ""BOS"", ""name"": ""General Edward Lawrence Logan International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Boeing 737-800"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-06-18T07:03:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-06-18T05:05:00"", ""destination"": {""iata"": ""ORD"", ""name"": ""O'Hare International Airport""}, ""flightNumber"": ""3324""}], ""destination"": {""city"": ""Chicago"", ""iata"": ""ORD"", ""name"": ""O'Hare International Airport""}}, {""id"": ""sli_0000B5bbQOjR1yLDpUr0Ih"", ""origin"": {""city"": ""Chicago"", ""iata"": ""ORD"", ""name"": ""O'Hare International Airport""}, ""duration"": ""PT2H26M"", ""segments"": [{""id"": ""seg_0000B5bbQOjR1yLDpUr0Ig"", ""origin"": {""iata"": ""ORD"", ""name"": ""O'Hare International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Boeing 737-800"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-06-20T09:26:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-06-20T06:00:00"", ""destination"": {""iata"": ""BOS"", ""name"": ""General Edward Lawrence Logan International Airport""}, ""flightNumber"": ""3022""}], ""destination"": {""city"": ""Boston"", ""iata"": ""BOS"", ""name"": ""General Edward Lawrence Logan International Airport""}}], ""expiresAt"": ""2026-04-24T03:27:08.000000Z"", ""passengers"": [{""id"": ""pas_0000B5bbPubkING8GpM3lL"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""176.17"", ""searchParams"": {""origin"": ""BOS"", ""cabinClass"": ""economy"", ""passengers"": 1, ""returnDate"": ""2026-06-20"", ""destination"": ""ORD"", ""departureDate"": ""2026-06-18""}, ""totalCurrency"": ""USD"", ""passengerIdentityDocumentsRequired"": false}"
77,57,flight,"Economy Flight: New York to Los Angeles, Los Angeles to New York",311.16,off_0000B5cv4IVwzU6IfgHMom,"{""id"": ""off_0000B5cv4IVwzU6IfgHMom"", ""owner"": {""id"": ""arl_00009VME7DAGiJjwomhv32"", ""name"": ""American Airlines"", ""iata_code"": ""AA"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/AA.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg"", ""conditions_of_carriage_url"": ""https://www.aa.com/i18n/customer-service/support/conditions-of-carriage.jsp""}, ""slices"": [{""id"": ""sli_0000B5cv4IVwzU6IfgHMog"", ""origin"": {""city"": ""New York"", ""iata"": ""LGA"", ""name"": ""LaGuardia Airport""}, ""duration"": ""PT7H59M"", ""segments"": [{""id"": ""seg_0000B5cv4IVwzU6IfgHMoe"", ""origin"": {""iata"": ""LGA"", ""name"": ""LaGuardia Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Boeing 737-800"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-05-27T07:59:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-05-27T06:00:00"", ""destination"": {""iata"": ""CLT"", ""name"": ""Charlotte Douglas International Airport""}, ""flightNumber"": ""3084""}, {""id"": ""seg_0000B5cv4IVwzU6IfgHMof"", ""origin"": {""iata"": ""CLT"", ""name"": ""Charlotte Douglas International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Airbus A321"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-05-27T10:59:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-05-27T08:56:00"", ""destination"": {""iata"": ""LAX"", ""name"": ""Los Angeles International Airport""}, ""flightNumber"": ""1995""}], ""destination"": {""city"": ""Los Angeles"", ""iata"": ""LAX"", ""name"": ""Los Angeles International Airport""}}, {""id"": ""sli_0000B5cv4IVwzU6IfgHMok"", ""origin"": {""city"": ""Los Angeles"", ""iata"": ""LAX"", ""name"": ""Los Angeles International Airport""}, ""duration"": ""PT8H14M"", ""segments"": [{""id"": ""seg_0000B5cv4IVwzU6IfgHMoi"", ""origin"": {""iata"": ""LAX"", ""name"": ""Los Angeles International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Airbus A321neo"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-06-03T13:59:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-06-03T06:00:00"", ""destination"": {""iata"": ""CLT"", ""name"": ""Charlotte Douglas International Airport""}, ""flightNumber"": ""1208""}, {""id"": ""seg_0000B5cv4IVwzU6IfgHMoj"", ""origin"": {""iata"": ""CLT"", ""name"": ""Charlotte Douglas International Airport""}, ""carrier"": {""iata"": ""AA"", ""name"": ""American Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/AA.svg""}, ""aircraft"": ""Boeing 737-800"", ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 1}], ""arrivingAt"": ""2026-06-03T17:14:00"", ""cabinClass"": ""ECONOMY"", ""departingAt"": ""2026-06-03T15:17:00"", ""destination"": {""iata"": ""LGA"", ""name"": ""LaGuardia Airport""}, ""flightNumber"": ""1942""}], ""destination"": {""city"": ""New York"", ""iata"": ""LGA"", ""name"": ""LaGuardia Airport""}}], ""expiresAt"": ""2026-04-24T18:41:58.000000Z"", ""enrichment"": {""owner"": {""iata"": ""AA"", ""name"": ""American Airlines""}, ""baggage"": [{""type"": ""checked"", ""quantity"": 0, ""weightUnit"": null, ""weightValue"": null}, {""type"": ""carry_on"", ""quantity"": 1, ""weightUnit"": null, ""weightValue"": null}], ""fareBrand"": ""OVAHZSBV"", ""cabinClass"": ""ECONOMY"", ""conditions"": {""refundable"": false, ""changeBeforeDeparture"": {""allowed"": false, ""description"": ""Changes before departure: not allowed"", ""penaltyAmount"": null, ""penaltyCurrency"": null}, ""refundBeforeDeparture"": {""allowed"": false, ""description"": ""Refunds before departure: not allowed"", ""penaltyAmount"": null, ""penaltyCurrency"": null}}, ""seatSelection"": {""available"": null, ""feeAmount"": null, ""description"": ""Seat selection details available at check-in"", ""feeCurrency"": null}, ""baggageSummary"": ""0× checked, 1× carry on"", ""fareConditionsText"": [""Changes before departure: not allowed"", ""Refunds before departure: not allowed"", ""Seat selection details available at check-in"", ""Baggage: 0× checked, 1× carry on""], ""paymentRequirements"": {""paymentRequiredBy"": ""2026-04-25T21:59:00Z"", ""requiresInstantPayment"": false}}, ""passengers"": [{""id"": ""pas_0000B5cv3s43KaKudd1ij3"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""311.16"", ""totalCurrency"": ""USD""}"
78,57,flight,"Alternative Economy Flight: New York to Los Angeles, Los Angeles to New York (Spirit Airlines)",412.16,off_0000B5cv3tYDnu3xFU9KO1,"{""id"": ""off_0000B5cv3tYDnu3xFU9KO1"", ""owner"": {""id"": ""arl_00009VME7DDSWSIAygCT2J"", ""name"": ""Spirit Airlines"", ""iata_code"": ""NK"", ""logo_lockup_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-lockup/NK.svg"", ""logo_symbol_url"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg"", ""conditions_of_carriage_url"": ""https://content.spirit.com/Shared/en-us/Documents/Contract_of_Carriage.pdf""}, ""slices"": [{""id"": ""sli_0000B5cv3tYDnu3xFU9KNs"", ""origin"": {""city"": ""New York"", ""iata"": ""LGA"", ""name"": ""LaGuardia Airport""}, ""duration"": ""PT13H20M"", ""segments"": [{""id"": ""seg_0000B5cv3tYDnu3xFU9KNp"", ""origin"": {""iata"": ""LGA"", ""name"": ""LaGuardia Airport""}, ""carrier"": {""iata"": ""NK"", ""name"": ""Spirit Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg""}, ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 0}], ""arrivingAt"": ""2026-05-27T15:01:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-05-27T11:59:00"", ""destination"": {""iata"": ""IAH"", ""name"": ""George Bush Intercontinental Airport""}, ""flightNumber"": ""0927""}, {""id"": ""seg_0000B5cv3tYDnu3xFU9KNq"", ""origin"": {""iata"": ""IAH"", ""name"": ""George Bush Intercontinental Airport""}, ""carrier"": {""iata"": ""NK"", ""name"": ""Spirit Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg""}, ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 0}], ""arrivingAt"": ""2026-05-27T22:19:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-05-27T20:33:00"", ""destination"": {""iata"": ""LAX"", ""name"": ""Los Angeles International Airport""}, ""flightNumber"": ""0934""}], ""destination"": {""city"": ""Los Angeles"", ""iata"": ""LAX"", ""name"": ""Los Angeles International Airport""}}, {""id"": ""sli_0000B5cv3tYDnu3xFU9KNy"", ""origin"": {""city"": ""Los Angeles"", ""iata"": ""LAX"", ""name"": ""Los Angeles International Airport""}, ""duration"": ""PT14H1M"", ""segments"": [{""id"": ""seg_0000B5cv3tYDnu3xFU9KNv"", ""origin"": {""iata"": ""LAX"", ""name"": ""Los Angeles International Airport""}, ""carrier"": {""iata"": ""NK"", ""name"": ""Spirit Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg""}, ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 0}], ""arrivingAt"": ""2026-06-04T05:59:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-06-03T23:59:00"", ""destination"": {""iata"": ""ORD"", ""name"": ""O'Hare International Airport""}, ""flightNumber"": ""1002""}, {""id"": ""seg_0000B5cv3tYDnu3xFU9KNx"", ""origin"": {""iata"": ""ORD"", ""name"": ""O'Hare International Airport""}, ""carrier"": {""iata"": ""NK"", ""name"": ""Spirit Airlines"", ""logoUrl"": ""https://assets.duffel.com/img/airlines/for-light-background/full-color-logo/NK.svg""}, ""baggages"": [{""type"": ""checked"", ""quantity"": 0}, {""type"": ""carry_on"", ""quantity"": 0}], ""arrivingAt"": ""2026-06-04T17:00:00"", ""cabinClass"": ""Economy"", ""departingAt"": ""2026-06-04T13:49:00"", ""destination"": {""iata"": ""LGA"", ""name"": ""LaGuardia Airport""}, ""flightNumber"": ""0350""}], ""destination"": {""city"": ""New York"", ""iata"": ""LGA"", ""name"": ""LaGuardia Airport""}}], ""expiresAt"": ""2026-04-24T18:26:58.598919Z"", ""enrichment"": {""owner"": {""iata"": ""NK"", ""name"": ""Spirit Airlines""}, ""baggage"": [{""type"": ""checked"", ""quantity"": 0, ""weightUnit"": null, ""weightValue"": null}, {""type"": ""carry_on"", ""quantity"": 0, ""weightUnit"": null, ""weightValue"": null}], ""fareBrand"": ""RA14V2"", ""cabinClass"": ""Economy"", ""conditions"": {""refundable"": false, ""changeBeforeDeparture"": {""allowed"": true, ""description"": ""Changes before departure: allowed for a fee of 396.00 USD"", ""penaltyAmount"": ""396.00"", ""penaltyCurrency"": ""USD""}, ""refundBeforeDeparture"": {""allowed"": false, ""description"": ""Refunds before departure: not allowed"", ""penaltyAmount"": null, ""penaltyCurrency"": null}}, ""seatSelection"": {""available"": null, ""feeAmount"": null, ""description"": ""Seat selection details available at check-in"", ""feeCurrency"": null}, ""baggageSummary"": ""0× checked, 0× carry on"", ""fareConditionsText"": [""Changes before departure: allowed for a fee of 396.00 USD"", ""Refunds before departure: not allowed"", ""Seat selection details available at check-in"", ""Baggage: 0× checked, 0× carry on""], ""paymentRequirements"": {""paymentRequiredBy"": null, ""requiresInstantPayment"": true}}, ""passengers"": [{""id"": ""pas_0000B5cv3s43KaKudd1ij3"", ""age"": null, ""type"": ""adult"", ""fare_type"": null, ""given_name"": null, ""family_name"": null, ""loyalty_programme_accounts"": []}], ""totalAmount"": ""412.16"", ""totalCurrency"": ""USD""}"
79,58,other,Travel planning - details pending from concierge call,0.00,,
80,59,other,Travel planning - details pending from concierge call,0.00,,
81,60,other,Travel planning - details pending from concierge call,0.00,,
108,75,flight,Economy Flight: YEG to YYZ,360.00,serpapi-F8F8 636|2026-06-20T00:55,"{""id"": ""serpapi-F8F8 636|2026-06-20T00:55"", ""owner"": {""name"": ""Flair Airlines"", ""iata_code"": ""F8""}, ""slices"": [{""origin"": {""iata"": ""YEG""}, ""duration"": ""PT3H55M"", ""segments"": [{""origin"": {""iata"": ""YEG""}, ""carrier"": {""iata"": ""F8"", ""name"": ""Flair Airlines""}, ""arrivingAt"": ""2026-06-20 06:50"", ""departingAt"": ""2026-06-20 00:55"", ""destination"": {""iata"": ""YYZ""}, ""flightNumber"": ""F8 636""}], ""destination"": {""iata"": ""YYZ""}}], ""enrichment"": {""owner"": {""iata"": ""F8"", ""name"": ""Flair Airlines""}, ""baggage"": [], ""fareBrand"": null, ""cabinClass"": null, ""conditions"": {""refundable"": null, ""changeBeforeDeparture"": {""allowed"": null, ""description"": ""Changes before departure: subject to airline policy"", ""penaltyAmount"": null, ""penaltyCurrency"": null}, ""refundBeforeDeparture"": {""allowed"": null, ""description"": ""Refunds before departure: subject to airline policy"", ""penaltyAmount"": null, ""penaltyCurrency"": null}}, ""seatSelection"": {""available"": null, ""feeAmount"": null, ""description"": ""Seat selection details available at check-in"", ""feeCurrency"": null}, ""baggageSummary"": ""See airline policy"", ""fareConditionsText"": [""Changes before departure: subject to airline policy"", ""Refunds before departure: subject to airline policy"", ""Seat selection details available at check-in"", ""Baggage: See airline policy""], ""paymentRequirements"": null}, ""passengers"": [{""type"": ""adult""}], ""totalAmount"": ""360"", ""totalCurrency"": ""USD""}"
